,0
1168,APECO1_RS12050
1169,APECO1_RS20455
1170,APECO1_RS01840
1171,APECO1_RS09960
1172,APECO1_RS09350
1173,APECO1_RS09360
1174,APECO1_RS09950
1175,APECO1_RS12615
1176,APECO1_RS09955
1177,APECO1_RS19325
1178,APECO1_RS16935
1179,APECO1_RS18875
1180,APECO1_RS13010
1181,APECO1_RS19405
1182,iroB
1183,APECO1_RS01975
1184,APECO1_RS09310
1185,APECO1_RS22460
1186,APECO1_RS09315
1187,APECO1_RS10900
1188,APECO1_RS09305
1189,APECO1_RS06390
1190,APECO1_RS24685
1191,APECO1_RS13015
1192,APECO1_RS08510
1193,APECO1_RS14705
1194,APECO1_RS08595
1195,APECO1_RS08590
1196,APECO1_RS20370
1197,APECO1_RS22300
1198,APECO1_RS08885
1199,APECO1_RS22600
1200,APECO1_RS08835
1201,APECO1_RS18515
1202,APECO1_RS18510
1203,APECO1_RS08370
1204,APECO1_RS15155
1205,APECO1_RS16265
1206,APECO1_RS12600
1207,APECO1_RS12525
1208,APECO1_RS12605
1209,APECO1_RS10825
1210,APECO1_RS03475
1211,APECO1_RS03485
1212,APECO1_RS03480
1213,APECO1_RS10840
1214,APECO1_RS03470
1215,APECO1_RS10835
1216,APECO1_RS03505
1217,APECO1_RS03510
1218,APECO1_RS18170
1219,APECO1_RS08350
1220,APECO1_RS13785
1221,APECO1_RS08405
1222,APECO1_RS00045
1223,APECO1_RS18135
1224,APECO1_RS18165
1225,APECO1_RS17820
1226,APECO1_RS17815
1227,APECO1_RS18160
1228,APECO1_RS17825
1229,APECO1_RS18155
1230,APECO1_RS01890
1231,APECO1_RS20720
1232,APECO1_RS21575
1233,APECO1_RS20725
1234,APECO1_RS21580
1235,APECO1_RS20735
1236,APECO1_RS11315
1237,APECO1_RS20730
1238,APECO1_RS11325
1239,APECO1_RS08415
1240,APECO1_RS21565
1241,APECO1_RS11330
1242,APECO1_RS08425
1243,APECO1_RS08420
1244,APECO1_RS04685
1245,APECO1_RS03115
1246,APECO1_RS18115
1247,APECO1_RS00310
1248,APECO1_RS11740
1249,APECO1_RS18150
1250,APECO1_RS08410
1251,APECO1_RS11735
1252,APECO1_RS18140
1253,APECO1_RS00880
1254,APECO1_RS18125
1255,APECO1_RS13880
1256,APECO1_RS18130
1257,APECO1_RS00380
1258,APECO1_RS18120
1259,APECO1_RS00375
1260,APECO1_RS09565
1261,APECO1_RS00370
1262,APECO1_RS04050
1263,APECO1_RS20690
1264,APECO1_RS09560
1265,APECO1_RS21490
1266,APECO1_RS10435
1267,APECO1_RS18070
1268,APECO1_RS08355
1269,APECO1_RS01960
1270,APECO1_RS09225
1271,APECO1_RS13490
1272,APECO1_RS21760
1273,dosC
1274,APECO1_RS22755
1275,thiS
1276,APECO1_RS19970
1277,APECO1_RS02150
1278,APECO1_RS22770
1279,APECO1_RS20740
1280,APECO1_RS13790
1281,APECO1_RS22930
1282,APECO1_RS17170
1283,APECO1_RS05045
1284,APECO1_RS05040
1285,APECO1_RS17165
1286,APECO1_RS23850
1287,APECO1_RS16170
1288,APECO1_RS22475
1289,APECO1_RS05580
1290,APECO1_RS22490
1291,APECO1_RS02120
1292,APECO1_RS22480
1293,APECO1_RS22775
1294,APECO1_RS21815
1295,APECO1_RS22360
1296,APECO1_RS02980
1297,APECO1_RS24455
1298,APECO1_RS04360
1299,APECO1_RS24625
1300,APECO1_RS23120
1301,APECO1_RS10135
1302,APECO1_RS10130
1303,APECO1_RS23170
1304,APECO1_RS24460
1305,APECO1_RS20170
1306,APECO1_RS06345
1307,APECO1_RS24630
1308,APECO1_RS06975
1309,APECO1_RS06980
1310,APECO1_RS19375
1311,APECO1_RS21190
1312,APECO1_RS02590
1313,B21_01360
1314,ompC
1315,B21_00241
1316,B21_00940
1317,B21_03865
1318,B21_03864
1319,B21_03867
1320,B21_03866
1321,B21_03868
1322,B21_04048
1323,B21_02644
1324,B21_02645
1325,B21_03354
1326,B21_00402
1327,B21_01140
1328,B21_01019
1329,B21_00177
1330,B21_00965
1331,B21_00305
1332,B21_03383
1333,B21_01097
1334,B21_02208
1335,B21_01099
1336,B21_01231
1337,B21_01229
1338,B21_01228
1339,B21_01317
1340,B21_01230
1341,tynA
1342,B21_00004
1343,B21_01177
1344,B21_01227
1345,B21_04096
1346,B21_04095
1347,B21_00157
1348,B21_02523
1349,B21_03013
1350,B21_01098
1351,B21_03620
1352,yedL
1353,B21_03374
1354,B21_02696
1355,B21_02482
1356,B21_01290
1357,B21_01412
1358,B21_02483
1359,B21_02107
1360,B21_02108
1361,B21_02110
1362,B21_02227
1363,B21_03685
1364,B21_02109
1365,B21_00309
1366,B21_01225
1367,s0001
1368,B21_01433
1369,B21_01891
1370,B21_03064
1371,B21_03065
1372,B21_00182
1373,B21_02201
1374,B21_03901
1375,B21_01128
1376,B21_03611
1377,B21_02277
1378,B21_02278
1379,B21_01105
1380,B21_00627
1381,B21_02276
1382,B21_03793
1383,B21_02627
1384,B21_03497
1385,B21_00079
1386,B21_03496
1387,B21_00078
1388,B21_02181
1389,B21_02933
1390,B21_01808
1391,B21_02289
1392,B21_03622
1393,B21_01775
1394,B21_01777
1395,B21_01776
1396,B21_02290
1397,B21_03035
1398,B21_04140
1399,B21_03036
1400,B21_00220
1401,B21_01095
1402,B21_03791
1403,B21_04091
1404,B21_03016
1405,B21_04092
1406,B21_03015
1407,B21_03017
1408,B21_01487
1409,B21_00116
1410,B21_01264
1411,B21_03162
1412,B21_01705
1413,B21_01094
1414,B21_03277
1415,B21_02421
1416,B21_01503
1417,B21_02436
1418,B21_03899
1419,B21_01582
1420,B21_01100
1421,B21_01770
1422,B21_03163
1423,B21_03491
1424,B21_03490
1425,B21_03464
1426,B21_00430
1427,B21_00118
1428,B21_03630
1429,B21_00033
1430,B21_02263
1431,B21_02757
1432,B21_00363
1433,B21_01890
1434,B21_00156
1435,B21_01667
1436,B21_01669
1437,B21_01236
1438,B21_02830
1439,B21_02829
1440,B21_03800
1441,B21_03201
1442,B21_02856
1443,B21_00425
1444,B21_02565
1445,B21_01137
1446,B21_04006
1447,B21_00625
1448,B21_00108
1449,B21_03998
1450,B21_02626
1451,B21_02297
1452,B21_01111
1453,B21_00388
1454,B21_03427
1455,B21_02730
1456,B21_02840
1457,B21_03792
1458,B21_00524
1459,B21_00523
1460,B21_00522
1461,B21_00525
1462,B21_03836
1463,B21_00477
1464,B21_00478
1465,B21_00114
1466,B21_00675
1467,B21_00674
1468,B21_02445
1469,B21_01458
1470,B21_03344
1471,B21_01455
1472,B21_03346
1473,B21_01456
1474,B21_01454
1475,B21_03343
1476,B21_01457
1477,B21_01453
1478,B21_03342
1479,B21_03345
1480,B21_00092
1481,B21_00332
1482,B21_01313
1483,B21_03885
1484,B21_01175
1485,B21_00881
1486,B21_02407
1487,B21_02250
1488,B21_02175
1489,B21_02512
1490,B21_03257
1491,B21_03259
1492,B21_03258
1493,B21_03256
1494,B21_03262
1495,B21_04043
1496,B21_00007
1497,B21_00314
1498,B21_01448
1499,B21_01370
1500,B21_01288
1501,B21_03394
1502,B21_03916
1503,B21_03922
1504,B21_00471
1505,B21_00467
1506,B21_00466
1507,B21_03917
1508,B21_03919
1509,B21_03918
1510,B21_03920
1511,B21_00616
1512,B21_01636
1513,B21_00205
1514,B21_02835
1515,B21_02826
1516,B21_01738
1517,B21_03780
1518,B21_02911
1519,B21_03220
1520,B21_03034
1521,B21_03033
1522,B21_00758
1523,B21_03675
1524,B21_03824
1525,B21_01883
1526,B21_02379
1527,B21_04090
1528,B21_00235
1529,B21_00943
1530,B21_01600
1531,B21_01247
1532,B21_01248
1533,B21_00760
1534,B21_00052
1535,B21_03962
1536,B21_00119
1537,B21_02879
1538,B21_00979
1539,B21_00366
1540,B21_00063
1541,B21_00149
1542,B21_00150
1543,B21_00151
1544,B21_03550
1545,B21_02530
1546,B21_01858
1547,B21_01857
1548,B21_01856
1549,B21_02650
1550,B21_01496
1551,B21_03947
1552,B21_03949
1553,B21_02731
1554,B21_01564
1555,B21_03794
1556,B21_02989
1557,B21_01836
1558,B21_00873
1559,B21_00871
1560,B21_00874
1561,B21_00875
1562,B21_00872
1563,B21_02193
1564,B21_02192
1565,B21_02191
1566,B21_02195
1567,B21_02717
1568,B21_03238
1569,B21_04021
1570,B21_04022
1571,B21_04023
1572,B21_04024
1573,B21_00812
1574,B21_01724
1575,B21_02750
1576,B21_00622
1577,B21_03572
1578,B21_00941
1579,B21_01421
1580,B21_03304
1581,B21_00129
1582,B21_04077
1583,B21_04076
1584,B21_00002
1585,B21_03856
1586,B21_03775
1587,B21_02432
1588,B21_03971
1589,B21_00939
1590,B21_01825
1591,gltL
1592,B21_00612
1593,B21_00613
1594,B21_00611
1595,B21_03329
1596,B21_03970
1597,B21_03955
1598,B21_03909
1599,B21_01068
1600,B21_03305
1601,B21_01704
1602,B21_01509
1603,B21_01907
1604,B21_03565
1605,B21_03559
1606,B21_03564
1607,B21_03560
1608,B21_03561
1609,B21_03567
1610,B21_03566
1611,B21_03562
1612,B21_03563
1613,B21_00271
1614,B21_00811
1615,B21_03692
1616,B21_03691
1617,B21_04049
1618,B21_00759
1619,B21_00321
1620,B21_00319
1621,B21_00945
1622,B21_00944
1623,B21_00947
1624,B21_00320
1625,B21_01204
1626,B21_03965
1627,B21_01689
1628,B21_03777
1629,B21_03012
1630,B21_01256
1631,B21_00282
1632,B21_00476
1633,B21_02669
1634,B21_00036
1635,B21_00035
1636,B21_00400
1637,B21_03271
1638,B21_00694
1639,B21_03749
1640,B21_02862
1641,B21_03752
1642,B21_02601
1643,B21_01193
1644,B21_01622
1645,B21_02017
1646,B21_02016
1647,B21_02018
1648,B21_02019
1649,B21_01759
1650,B21_00273
1651,B21_00270
1652,B21_02452
1653,B21_02453
1654,B21_02214
1655,B21_03871
1656,B21_02395
1657,B21_02394
1658,B21_02396
1659,B21_02398
1660,B21_00573
1661,B21_00574
1662,B21_00572
1663,B21_00571
1664,B21_00569
1665,B21_00773
1666,B21_01233
1667,B21_00153
1668,B21_01551
1669,B21_02857
1670,B21_00419
1671,B21_02323
1672,B21_03641
1673,B21_02063
1674,B21_00925
1675,B21_01106
1676,B21_02573
1677,B21_00767
1678,B21_00765
1679,B21_02298
1680,B21_03701
1681,B21_00041
1682,B21_00040
1683,B21_00039
1684,B21_02498
1685,B21_02497
1686,B21_02499
1687,B21_03943
1688,B21_00043
1689,B21_00669
1690,B21_00295
1691,B21_00294
1692,B21_03686
1693,B21_02587
1694,B21_00121
1695,B21_00440
1696,B21_03228
1697,B21_01296
1698,B21_00298
1699,B21_00299
1700,fliZ
1701,B21_03536
1702,B21_02831
1703,B21_02275
1704,B21_02282
1705,B21_02622
1706,B21_01581
1707,B21_00481
1708,B21_00898
1709,B21_00897
1710,B21_00989
1711,B21_00988
1712,B21_00681
1713,B21_00682
1714,B21_00386
1715,B21_00387
1716,B21_00385
1717,B21_00384
1718,B21_02031
1719,B21_00606
1720,B21_02050
1721,B21_01961
1722,B21_00921
1723,B21_03412
1724,B21_02793
1725,B21_01174
1726,B21_03874
1727,B21_02666
1728,B21_02647
1729,B21_03634
1730,B21_00172
1731,B21_02863
1732,B21_00762
1733,B21_01691
1734,B21_01960
1735,B21_02229
1736,B21_03521
1737,B21_03744
1738,B21_03327
1739,B21_02454
1740,B21_00696
1741,B21_01662
1742,B21_03520
1743,B21_03457
1744,B21_03598
1745,B21_01185
1746,B21_01184
1747,B21_01183
1748,B21_00552
1749,B21_00550
1750,B21_02397
1751,B21_00306
1752,B21_00034
1753,B21_02332
1754,B21_01565
1755,B21_00051
1756,B21_02200
1757,B21_03764
1758,B21_02148
1759,B21_00685
1760,B21_02878
1761,B21_00956
1762,B21_01066
1763,B21_02993
1764,B21_00528
1765,B21_02188
1766,B21_03193
1767,B21_01651
1768,B21_00373
1769,B21_00032
1770,B21_02117
1771,B21_01548
1772,B21_01547
1773,B21_01549
1774,B21_01546
1775,B21_01833
1776,B21_01831
1777,B21_00099
1778,B21_01824
1779,B21_03378
1780,B21_00102
1781,B21_00377
1782,B21_03601
1783,B21_04223
1784,B21_03695
1785,B21_01170
1786,B21_02688
1787,B21_02440
1788,B21_03968
1789,B21_03608
1790,B21_00562
1791,B21_01571
1792,B21_01102
1793,B21_02034
1794,B21_02035
1795,B21_01224
1796,B21_04224
1797,B21_04226
1798,B21_03449
1799,B21_02136
1800,B21_00170
1801,B21_00372
1802,B21_03367
1803,B21_01736
1804,B21_02721
1805,B21_01276
1806,B21_03621
1807,B21_03612
1808,B21_03887
1809,B21_03619
1810,B21_02226
1811,B21_03873
1812,B21_01809
1813,B21_01810
1814,B21_01058
1815,B21_01814
1816,B21_01246
1817,B21_02249
1818,B21_02586
1819,B21_00538
1820,B21_03597
1821,B21_03252
1822,B21_00540
1823,B21_03255
1824,B21_03254
1825,B21_02302
1826,B21_03253
1827,B21_02303
1828,B21_00809
1829,B21_03417
1830,B21_03781
1831,B21_00806
1832,B21_03492
1833,B21_00356
1834,B21_00029
1835,B21_00408
1836,B21_02128
1837,B21_03229
1838,B21_01659
1839,B21_00353
1840,B21_01763
1841,B21_03684
1842,B21_02126
1843,B21_02571
1844,B21_02127
1845,B21_02572
1846,B21_01989
1847,B21_00243
1848,B21_02362
1849,B21_01730
1850,B21_02719
1851,B21_04064
1852,B21_00626
1853,B21_03759
1854,B21_02979
1855,B21_02724
1856,B21_01811
1857,B21_02614
1858,B21_03506
1859,B21_02615
1860,B21_02553
1861,B21_02684
1862,B21_02944
1863,fucA
1864,B21_04201
1865,B21_03519
1866,B21_00074
1867,B21_00072
1868,B21_00073
1869,B21_00431
1870,B21_00075
1871,B21_01444
1872,B21_04199
1873,B21_03518
1874,B21_01445
1875,B21_02943
1876,B21_00929
1877,B21_03726
1878,B21_03014
1879,B21_03727
1880,B21_01446
1881,B21_01200
1882,B21_02596
1883,B21_00946
1884,B21_03213
1885,B21_01940
1886,B21_04025
1887,B21_02262
1888,B21_04119
1889,B21_03951
1890,B21_03384
1891,B21_04117
1892,B21_04116
1893,B21_01984
1894,B21_04118
1895,B21_01986
1896,B21_00645
1897,B21_04120
1898,B21_00644
1899,B21_01985
1900,B21_00544
1901,B21_00646
1902,B21_00546
1903,B21_02913
1904,B21_00545
1905,B21_01279
1906,B21_00548
1907,B21_02043
1908,B21_01350
1909,B21_01234
1910,B21_01222
1911,B21_04062
1912,B21_00789
1913,B21_04063
1914,B21_04060
1915,B21_04061
1916,B21_02736
1917,B21_03689
1918,B21_03575
1919,B21_00148
1920,B21_00539
1921,B21_03091
1922,B21_00547
1923,B21_04210
1924,B21_03153
1925,B21_02354
1926,B21_04044
1927,B21_02539
1928,B21_01382
1929,B21_00050
1930,B21_02535
1931,B21_03911
1932,B21_00826
1933,B21_01947
1934,B21_02534
1935,B21_03459
1936,B21_02537
1937,B21_00266
1938,B21_02538
1939,B21_00267
1940,B21_02591
1941,B21_02536
1942,B21_00268
1943,B21_02690
1944,B21_03414
1945,B21_01946
1946,B21_00632
1947,B21_03758
1948,B21_02320
1949,B21_03089
1950,B21_03557
1951,B21_00028
1952,B21_02142
1953,B21_00948
1954,B21_01286
1955,B21_02706
1956,B21_01289
1957,B21_00302
1958,B21_02245
1959,B21_01285
1960,B21_02020
1961,B21_02346
1962,B21_01314
1963,B21_00915
1964,B21_00658
1965,B21_03716
1966,B21_03237
1967,B21_03987
1968,B21_00415
1969,B21_00122
1970,B21_03963
1971,B21_03986
1972,B21_01594
1973,B21_00821
1974,B21_03985
1975,B21_03240
1976,B21_03219
1977,B21_03988
1978,B21_03298
1979,B21_02056
1980,B21_02606
1981,B21_02058
1982,B21_03233
1983,B21_03221
1984,B21_02942
1985,B21_02595
1986,B21_02594
1987,B21_03174
1988,B21_03234
1989,B21_00071
1990,B21_00301
1991,B21_02021
1992,B21_03175
1993,B21_01364
1994,B21_03440
1995,B21_03176
1996,B21_03173
1997,B21_02038
1998,B21_03886
1999,B21_02036
2000,B21_04152
2001,B21_02037
2002,B21_00600
2003,B21_02055
2004,B21_03260
2005,B21_01580
2006,B21_03236
2007,B21_02057
2008,B21_03235
2009,B21_01218
2010,B21_03704
2011,B21_01611
2012,B21_01570
2013,B21_00581
2014,B21_00628
2015,B21_00793
2016,B21_00580
2017,B21_00794
2018,B21_04227
2019,B21_00588
2020,B21_03558
2021,B21_00586
2022,B21_00795
2023,B21_01012
2024,B21_01983
2025,B21_00179
2026,B21_03616
2027,B21_00450
2028,B21_00242
2029,B21_00152
2030,B21_01463
2031,B21_02389
2032,B21_02508
2033,B21_03653
2034,B21_00183
2035,B21_01435
2036,B21_02685
2037,B21_02044
2038,B21_01464
2039,B21_01437
2040,B21_01718
2041,B21_03738
2042,B21_01214
2043,B21_03742
2044,B21_01492
2045,B21_01213
2046,B21_01438
2047,B21_03406
2048,B21_01436
2049,B21_00441
2050,B21_01439
2051,B21_02197
2052,B21_00761
2053,B21_02408
2054,B21_02559
2055,B21_01758
2056,B21_03801
2057,B21_02176
2058,B21_01195
2059,B21_02794
2060,B21_04215
2061,B21_03846
2062,B21_00436
2063,B21_01944
2064,B21_02267
2065,B21_03463
2066,B21_00605
2067,B21_03993
2068,B21_00462
2069,B21_04235
2070,B21_03761
2071,B21_01572
2072,B21_00990
2073,B21_03426
2074,B21_02588
2075,B21_02125
2076,B21_04154
2077,B21_02747
2078,B21_00679
2079,B21_00680
2080,B21_00469
2081,B21_02940
2082,B21_01716
2083,B21_02699
2084,B21_00292
2085,B21_02698
2086,B21_00158
2087,B21_00290
2088,B21_00291
2089,B21_03169
2090,B21_01096
2091,B21_02700
2092,B21_03168
2093,B21_03904
2094,B21_01037
2095,B21_02375
2096,B21_03902
2097,B21_03905
2098,B21_00084
2099,B21_02796
2100,B21_02797
2101,B21_03903
2102,wbbJ
2103,B21_00147
2104,B21_02437
2105,B21_02798
2106,B21_00913
2107,B21_03760
2108,B21_00593
2109,B21_03200
2110,B21_00914
2111,B21_00590
2112,B21_00210
2113,B21_02932
2114,B21_03361
2115,B21_03362
2116,B21_02998
2117,B21_04084
2118,B21_01899
2119,B21_01948
2120,B21_03003
2121,B21_02872
2122,B21_00823
2123,B21_02213
2124,B21_00918
2125,B21_00198
2126,B21_00621
2127,B21_00103
2128,B21_02022
2129,B21_01269
2130,B21_02702
2131,B21_02361
2132,B21_00308
2133,B21_03047
2134,B21_02196
2135,B21_02096
2136,B21_01917
2137,B21_03683
2138,B21_04098
2139,B21_01449
2140,B21_03677
2141,B21_02316
2142,B21_03241
2143,B21_03251
2144,B21_02758
2145,B21_02124
2146,B21_00641
2147,B21_02369
2148,B21_03451
2149,B21_02244
2150,B21_02561
2151,B21_00860
2152,B21_01024
2153,B21_03419
2154,B21_01614
2155,B21_03952
2156,B21_00337
2157,B21_02562
2158,B21_00433
2159,B21_00131
2160,B21_02735
2161,B21_01266
2162,B21_00195
2163,B21_02813
2164,B21_00087
2165,B21_00196
2166,B21_02570
2167,B21_00197
2168,B21_03302
2169,B21_01668
2170,B21_01459
2171,B21_03249
2172,B21_03657
2173,B21_00113
2174,B21_00814
2175,B21_00813
2176,B21_03851
2177,B21_00112
2178,B21_01598
2179,B21_04053
2180,B21_00816
2181,B21_02422
2182,B21_00815
2183,B21_01735
2184,B21_00055
2185,B21_02205
2186,B21_02002
2187,B21_04074
2188,B21_02740
2189,B21_02041
2190,B21_03347
2191,B21_01265
2192,B21_03606
2193,B21_00974
2194,B21_00355
2195,B21_03750
2196,B21_02756
2197,B21_01680
2198,B21_02678
2199,B21_03786
2200,B21_00236
2201,B21_00123
2202,B21_04233
2203,B21_02625
2204,B21_03785
2205,B21_02912
2206,B21_02992
2207,B21_02707
2208,B21_00968
2209,B21_02414
2210,B21_01178
2211,B21_03857
2212,B21_02720
2213,B21_03709
2214,B21_03189
2215,B21_01307
2216,B21_02516
2217,B21_04236
2218,B21_03421
2219,B21_02713
2220,B21_02711
2221,B21_00886
2222,B21_03872
2223,B21_03405
2224,B21_00697
2225,B21_04153
2226,B21_00311
2227,B21_00636
2228,B21_00124
2229,B21_00768
2230,B21_03442
2231,B21_02510
2232,B21_03751
2233,B21_00297
2234,B21_00383
2235,B21_00370
2236,B21_03439
2237,B21_01866
2238,B21_03429
2239,B21_03428
2240,B21_02284
2241,B21_02286
2242,B21_02283
2243,B21_03441
2244,B21_02083
2245,B21_01996
2246,B21_02285
2247,B21_02672
2248,B21_02084
2249,B21_00132
2250,B21_02087
2251,B21_02259
2252,B21_02085
2253,B21_00009
2254,B21_02086
2255,B21_00347
2256,B21_01073
2257,B21_01672
2258,B21_02373
2259,B21_01671
2260,B21_00769
2261,B21_01908
2262,B21_01443
2263,B21_01910
2264,B21_00526
2265,B21_02368
2266,B21_00810
2267,B21_02812
2268,B21_01018
2269,B21_02194
2270,B21_03295
2271,B21_00110
2272,B21_00484
2273,B21_03556
2274,B21_03776
2275,B21_00307
2276,B21_03555
2277,B21_03629
2278,B21_01063
2279,B21_03553
2280,B21_03554
2281,B21_03826
2282,B21_01995
2283,B21_03649
2284,B21_02279
2285,B21_02272
2286,B21_01943
2287,B21_01113
2288,B21_03216
2289,B21_02172
2290,B21_00797
2291,B21_03808
2292,B21_03652
2293,B21_00310
2294,B21_02173
2295,B21_03067
2296,B21_02167
2297,B21_01020
2298,B21_02162
2299,B21_00140
2300,B21_01361
2301,B21_00463
2302,B21_02161
2303,B21_02171
2304,B21_00882
2305,B21_02164
2306,B21_04059
2307,B21_02165
2308,B21_00003
2309,B21_02356
2310,B21_03845
2311,B21_02168
2312,B21_02166
2313,B21_01909
2314,B21_02662
2315,B21_02169
2316,B21_02163
2317,B21_02661
2318,B21_01025
2319,B21_02663
2320,B21_02170
2321,B21_00323
2322,B21_03790
2323,B21_02467
2324,B21_02821
2325,B21_03448
2326,B21_02822
2327,B21_03207
2328,B21_00984
2329,B21_02819
2330,B21_02850
2331,B21_01697
2332,B21_02714
2333,B21_01561
2334,B21_00983
2335,B21_02355
2336,B21_00982
2337,B21_02820
2338,B21_03796
2339,B21_04225
2340,B21_01562
2341,B21_03184
2342,B21_00942
2343,B21_01171
2344,B21_02386
2345,B21_03690
2346,B21_02385
2347,B21_00019
2348,B21_02392
2349,B21_02372
2350,B21_03631
2351,B21_01660
2352,B21_00407
2353,B21_00334
2354,B21_02525
2355,B21_02384
2356,B21_03835
2357,B21_02526
2358,B21_02353
2359,B21_03280
2360,B21_01142
2361,B21_01914
2362,B21_02151
2363,B21_03279
2364,B21_02330
2365,B21_03282
2366,B21_03281
2367,B21_00549
2368,B21_02413
2369,B21_03278
2370,B21_01912
2371,B21_00597
2372,B21_00551
2373,B21_03847
2374,B21_04231
2375,B21_00192
2376,B21_00693
2377,B21_01725
2378,B21_04097
2379,B21_01911
2380,B21_01192
2381,B21_01913
2382,B21_01889
2383,B21_00919
2384,B21_00107
2385,B21_03992
2386,B21_04229
2387,B21_01211
2388,B21_02443
2389,B21_02182
2390,B21_03170
2391,B21_02311
2392,B21_02089
2393,B21_03443
2394,B21_02092
2395,B21_02088
2396,B21_00640
2397,B21_02091
2398,B21_02090
2399,B21_01215
2400,B21_02567
2401,B21_01212
2402,B21_02892
2403,B21_02566
2404,B21_02520
2405,B21_00866
2406,B21_02517
2407,B21_02519
2408,B21_01410
2409,B21_02518
2410,B21_01411
2411,B21_02325
2412,B21_03433
2413,B21_00865
2414,B21_00599
2415,B21_00868
2416,B21_00057
2417,B21_03397
2418,B21_01130
2419,B21_01721
2420,B21_02950
2421,B21_01131
2422,B21_02953
2423,B21_02150
2424,B21_01409
2425,B21_00542
2426,B21_02951
2427,B21_00867
2428,B21_02949
2429,B21_03416
2430,B21_01129
2431,B21_02610
2432,B21_01408
2433,B21_02237
2434,B21_01132
2435,B21_01284
2436,B21_01772
2437,B21_01596
2438,B21_02930
2439,B21_03654
2440,B21_01813
2441,B21_01635
2442,B21_00904
2443,B21_03667
2444,B21_02603
2445,B21_01022
2446,B21_01017
2447,B21_02934
2448,B21_02909
2449,B21_02851
2450,B21_02042
2451,B21_00313
2452,B21_01650
2453,B21_01701
2454,B21_00692
2455,B21_01703
2456,B21_02149
2457,B21_03926
2458,B21_01623
2459,B21_03171
2460,B21_00367
2461,B21_03083
2462,B21_03583
2463,B21_03194
2464,B21_00064
2465,B21_00339
2466,B21_04027
2467,B21_03386
2468,B21_00062
2469,B21_03774
2470,B21_02507
2471,B21_03582
2472,B21_01882
2473,B21_03581
2474,B21_01191
2475,B21_03580
2476,rbsD
2477,B21_03739
2478,B21_01543
2479,B21_03737
2480,B21_01558
2481,B21_02119
2482,B21_01559
2483,B21_02120
2484,B21_01616
2485,B21_02495
2486,B21_03743
2487,B21_02496
2488,B21_01606
2489,B21_04070
2490,B21_01493
2491,B21_04069
2492,B21_02481
2493,B21_03190
2494,B21_02146
2495,B21_04128
2496,B21_02147
2497,B21_02708
2498,B21_00596
2499,B21_00673
2500,B21_01639
2501,B21_00671
2502,B21_00670
2503,B21_00672
2504,B21_01640
2505,B21_00676
2506,B21_01638
2507,B21_00677
2508,B21_01641
2509,B21_01642
2510,B21_01489
2511,B21_00221
2512,B21_02317
2513,B21_01702
2514,B21_00008
2515,B21_02882
2516,B21_02881
2517,B21_02883
2518,B21_00322
2519,B21_03617
2520,B21_03618
2521,B21_01935
2522,B21_03615
2523,B21_01936
2524,B21_00926
2525,B21_01987
2526,B21_02955
2527,B21_02948
2528,B21_01988
2529,B21_00163
2530,B21_02334
2531,B21_00068
2532,B21_00067
2533,B21_00069
2534,B21_03425
2535,B21_03599
2536,B21_02935
2537,B21_01677
2538,B21_03651
2539,B21_00375
2540,B21_03821
2541,B21_03819
2542,B21_03822
2543,B21_02318
2544,B21_01006
2545,B21_01007
2546,B21_02636
2547,B21_01110
2548,B21_00369
2549,B21_03823
2550,B21_03753
2551,B21_00570
2552,B21_00899
2553,B21_04071
2554,B21_01855
2555,B21_01854
2556,B21_03320
2557,B21_01182
2558,B21_04072
2559,B21_01244
2560,B21_01245
2561,B21_03188
2562,B21_03537
2563,B21_00464
2564,B21_02941
2565,B21_03820
2566,B21_01597
2567,B21_01864
2568,B21_00176
2569,B21_00085
2570,B21_03614
2571,B21_03613
2572,B21_00178
2573,B21_03005
2574,B21_00090
2575,B21_00088
2576,B21_00091
2577,B21_03806
2578,B21_02877
2579,B21_00825
2580,B21_00171
2581,B21_01916
2582,B21_02140
2583,B21_02138
2584,B21_00460
2585,B21_00086
2586,B21_00096
2587,B21_02143
2588,B21_02144
2589,B21_04065
2590,B21_00168
2591,B21_02141
2592,B21_02139
2593,B21_03627
2594,B21_03628
2595,B21_03827
2596,B21_02352
2597,B21_01021
2598,B21_02351
2599,B21_01016
2600,B21_00472
2601,B21_00479
2602,B21_04088
2603,B21_02503
2604,B21_02502
2605,B21_03375
2606,B21_04026
2607,B21_02677
2608,B21_03368
2609,B21_03381
2610,B21_03382
2611,B21_03380
2612,B21_03371
2613,B21_03369
2614,vsr
2615,B21_03863
2616,B21_01816
2617,B21_01817
2618,B21_01818
2619,fucP
2620,B21_04195
2621,B21_02130
2622,B21_04191
2623,B21_04190
2624,B21_02233
2625,B21_04194
2626,B21_04196
2627,B21_04188
2628,B21_04187
2629,B21_01694
2630,B21_01695
2631,B21_01693
2632,B21_04192
2633,B21_04193
2634,B21_02234
2635,B21_02448
2636,B21_03352
2637,xapA
2638,B21_03028
2639,B21_03029
2640,B21_02655
2641,lsrD
2642,B21_02959
2643,B21_02957
2644,B21_02958
2645,B21_02952
2646,B21_02956
2647,B21_03431
2648,B21_03432
2649,B21_03437
2650,BWG_RS19430
2651,BWG_RS11050
2652,BWG_RS11045
2653,BWG_RS01345
2654,BWG_RS05910
2655,s0001
2656,BWG_RS07135
2657,BWG_RS09870
2658,BWG_RS11530
2659,BWG_RS16335
